article_id,title,url,canonical_url,publisher_domain,publisher_id,publisher_group_id,source_system,first_seen_at,published_at,timestamp_confidence,language,publisher_country,description,category,vietnam_relevance,duplicate_family_id,branch,collection_mode,raw_payload_ref,source_seen_at,rejection_reason
cd790b91354a6387,Saigon joe: A highly caffeinated tour of Ho Chi Minh City,https://asia.nikkei.com/life-arts/life/eat-drink/saigon-joe-a-highly-caffeinated-tour-of-ho-chi-minh-city,https://asia.nikkei.com/life-arts/life/eat-drink/saigon-joe-a-highly-caffeinated-tour-of-ho-chi-minh-city,asia.nikkei.com,nikkei_asia,nikkei,rss,2026-09-20T13:21:29Z,,unavailable,,JP,,,True,,international,prospective,data/raw/international/international_raw_payloads.jsonl#raw_record_id=772fe7c9adbc04ea48e48bded92751381a1ad706ec205b5e112efa10d69350a7,,
806d15c4d817e6e4,Japan supermarket begins training for 100-store Vietnam push,https://asia.nikkei.com/business/companies/japan-supermarket-begins-training-for-100-store-vietnam-push,https://asia.nikkei.com/business/companies/japan-supermarket-begins-training-for-100-store-vietnam-push,asia.nikkei.com,nikkei_asia,nikkei,rss,2026-09-20T13:21:29Z,,unavailable,,JP,,,True,,international,prospective,data/raw/international/international_raw_payloads.jsonl#raw_record_id=0fb45db8a412f25fb361c719cb7f76c16dbd02ae92083a8dcf1c9de1239e1a05,,
f1e2d27fab28001e,Our head teacher was an abuser. We joined forces to get justice - now we're married,https://www.bbc.co.uk/news/articles/cg4d9vly636o?at_medium=RSS&at_campaign=rss,https://bbc.co.uk/news/articles/cg4d9vly636o?at_medium=RSS&at_campaign=rss,bbc.co.uk,bbc,bbc,rss,2026-09-20T13:21:29Z,2026-09-19T23:01:38Z,publisher_reported,,GB,"Students spent years collecting evidence against their Indonesian principal, before falling in love.",,False,,international,prospective,data/raw/international/international_raw_payloads.jsonl#raw_record_id=cdb57c89e9cce2d9d1fd5737cb2548bff3b05370a24974a8809ba0e4cf96e009,,
203624001f3b820e,Mum's viral barefoot race sparks debate over India's education crisis,https://www.bbc.co.uk/news/articles/cw62m6z7m7zjo?at_medium=RSS&at_campaign=rss,https://bbc.co.uk/news/articles/cw62m6z7m7zjo?at_medium=RSS&at_campaign=rss,bbc.co.uk,bbc,bbc,rss,2026-09-20T13:21:29Z,2026-09-19T23:18:06Z,publisher_reported,,GB,The 47-year-old ran - and won - a 3km race where she hoped to win enough prize money to buy study books for her daughter.,,False,,international,prospective,data/raw/international/international_raw_payloads.jsonl#raw_record_id=c892068d66872ca7bc8673a5409d142b25e7669b65d268198cadb384fbcb646d,,
ab55521ad90eaa36,At least 21 killed after vehicle loaded with explosives rams Pakistan mosque,https://www.bbc.co.uk/news/articles/ckn9wenz8wjwo?at_medium=RSS&at_campaign=rss,https://bbc.co.uk/news/articles/ckn9wenz8wjwo?at_medium=RSS&at_campaign=rss,bbc.co.uk,bbc,bbc,rss,2026-09-20T13:21:29Z,2026-09-18T20:17:50Z,publisher_reported,,GB,"A four-year-old child is among those killed in the attack, during which gunmen also opened fire on a police facility.",,False,,international,prospective,data/raw/international/international_raw_payloads.jsonl#raw_record_id=5ae0788ef6e7635146efac75aa17de08f60fbbad8a3a5959b8e6f8f61bd2cde5,,
6dc8547039956f50,"When a beloved tree began withering away, locals suspected a killer in their midst",https://www.bbc.co.uk/news/articles/cw5yl228lvzlo?at_medium=RSS&at_campaign=rss,https://bbc.co.uk/news/articles/cw5yl228lvzlo?at_medium=RSS&at_campaign=rss,bbc.co.uk,bbc,bbc,rss,2026-09-20T13:21:29Z,2026-09-18T22:03:40Z,publisher_reported,,GB,A neighbourhood’s fight to save a cherished ginkgo pits them against an unlikely foe.,,False,,international,prospective,data/raw/international/international_raw_payloads.jsonl#raw_record_id=6750c2e1eb0de1b973607cef08144adf1bcccb4b2a8a433ac71006c75cf0f242,,
28f61878c5667c31,Tata Sons: India's corporate crown braces for upheaval amid boardroom revolt,https://www.bbc.co.uk/news/articles/c670lkvdzkn2o?at_medium=RSS&at_campaign=rss,https://bbc.co.uk/news/articles/c670lkvdzkn2o?at_medium=RSS&at_campaign=rss,bbc.co.uk,bbc,bbc,rss,2026-09-20T13:21:29Z,2026-09-18T23:07:16Z,publisher_reported,,GB,The Tata boardroom battle has intensified over a re-appointment of its chairman and a diktat to go public.,,False,,international,prospective,data/raw/international/international_raw_payloads.jsonl#raw_record_id=1cf8a49370efbeaf3509ca9eb0a6af66f49cf06a0bd0fa1bfb4ee3f2ca2fc84a,,
0aab815c657534e6,Three dead and eight injured in Philippines school shooting,https://www.bbc.co.uk/news/articles/c6x2z4dlzyr0o?at_medium=RSS&at_campaign=rss,https://bbc.co.uk/news/articles/c6x2z4dlzyr0o?at_medium=RSS&at_campaign=rss,bbc.co.uk,bbc,bbc,rss,2026-09-20T13:21:29Z,2026-09-18T11:01:46Z,publisher_reported,,GB,The gunman is among the dead in what is the third school shooting in the country since June.,,False,,international,prospective,data/raw/international/international_raw_payloads.jsonl#raw_record_id=6c096164edde7559f847596c17154475424669b12091cdfb2ba22c2f540d0e02,,
5c0d69d1a063dca0,India's hospital boom is improving access but pricing millions out of critical care,https://www.bbc.co.uk/news/articles/c62mg9qln89o?at_medium=RSS&at_campaign=rss,https://bbc.co.uk/news/articles/c62mg9qln89o?at_medium=RSS&at_campaign=rss,bbc.co.uk,bbc,bbc,rss,2026-09-20T13:21:29Z,2026-09-17T23:04:24Z,publisher_reported,,GB,"Indian hospitals have attracted billions in funding, but the gap between public and private care is widening.",,False,,international,prospective,data/raw/international/international_raw_payloads.jsonl#raw_record_id=4476f8c94ce8f1ca056450cfb903283bf61365a151ee14312f0e9570a953bd1d,,
d7ca86edac09cd7c,Swimmer killed in shark attack off Australian west coast,https://www.bbc.co.uk/news/articles/cmvgyjl8055qo?at_medium=RSS&at_campaign=rss,https://bbc.co.uk/news/articles/cmvgyjl8055qo?at_medium=RSS&at_campaign=rss,bbc.co.uk,bbc,bbc,rss,2026-09-20T13:21:29Z,2026-09-18T07:30:31Z,publisher_reported,,GB,Emergency crews rushed to Sorrento Beach in Perth after witnesses reported a man being dragged under by a shark.,,False,,international,prospective,data/raw/international/international_raw_payloads.jsonl#raw_record_id=74201d3b261c26233f955dbd564398248b2b21ff061ac6b1325971c27c030d61,,
