article_id,title,url,canonical_url,publisher_domain,publisher_id,publisher_group_id,source_system,first_seen_at,published_at,timestamp_confidence,language,publisher_country,description,category,vietnam_relevance,duplicate_family_id,branch,collection_mode,raw_payload_ref,source_seen_at,rejection_reason
d731f0cd0db63ae6,"Mật độ tinh trùng thấp, điều trị thế nào để có con?",https://vnexpress.net/mat-do-tinh-trung-thap-dieu-tri-the-nao-de-co-con-5122372.html,https://vnexpress.net/mat-do-tinh-trung-thap-dieu-tri-the-nao-de-co-con-5122372.html,vnexpress.net,vnexpress,,rss,2026-09-20T13:20:17Z,2026-09-20T08:00:00Z,publisher_reported,vi,VN,"Tôi mong con hai năm, xét nghiệm mật độ tinh trùng chỉ 4 triệu/ml. Vợ chồng tôi nên thụ tinh nhân tạo (IUI) hay thụ tinh trong ống nghiệm (IVF)? (Hưng, Cần Thơ)",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=1c8ef375f060609b36a72ce31410e3af5d0565145250d715b0c84f621eb4bfb5,,
540da20b5a783506,Bác sĩ Chợ Rẫy cứu hai bệnh nhân nhồi máu cơ tim ở Phú Quốc,https://vnexpress.net/bac-si-cho-ray-cuu-hai-benh-nhan-nhoi-mau-co-tim-o-phu-quoc-5122441.html,https://vnexpress.net/bac-si-cho-ray-cuu-hai-benh-nhan-nhoi-mau-co-tim-o-phu-quoc-5122441.html,vnexpress.net,vnexpress,,rss,2026-09-20T13:20:17Z,2026-09-20T06:10:24Z,publisher_reported,vi,VN,Hai bệnh nhân nhồi máu cơ tim được bác sĩ Chợ Rẫy phối hợp Bệnh viện Mặt trời Phú Quốc (An Giang) can thiệp tái thông mạch vành kịp thời.,,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=1fb54dd70bfea6afb012658c2a9b091800f34fba4eb479985abedd3a8f7a2865,,
60d318b3f7228fa0,Doanh nghiệp liên quan Ecopark đề xuất làm dự án bất động sản ở Mộc Châu,https://vnexpress.net/doanh-nghiep-lien-quan-ecopark-de-xuat-lam-du-an-bat-dong-san-o-moc-chau-5122457.html,https://vnexpress.net/doanh-nghiep-lien-quan-ecopark-de-xuat-lam-du-an-bat-dong-san-o-moc-chau-5122457.html,vnexpress.net,vnexpress,,rss,2026-09-20T13:20:17Z,2026-09-20T06:03:18Z,publisher_reported,vi,VN,"Công ty Ecopark Hải Dương và Tập đoàn Hoàng Long Hà Nội đề xuất làm khu đô thị, nghỉ dưỡng cao cấp ở Mộc Châu, Sơn La.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=88336974db82ad524cc7c0588e0f5257615598dacc19a9dc8e0260046ec58a76,,
57639aa4001e1613,"Đất đá từ sườn núi tràn xuống, vùi lấp tỉnh lộ ở Nghệ An",https://vnexpress.net/dat-da-tu-suon-nui-tran-xuong-vui-lap-tinh-lo-o-nghe-an-5122470.html,https://vnexpress.net/dat-da-tu-suon-nui-tran-xuong-vui-lap-tinh-lo-o-nghe-an-5122470.html,vnexpress.net,vnexpress,,rss,2026-09-20T13:20:17Z,2026-09-20T06:01:55Z,publisher_reported,vi,VN,"Hàng trăm mét khối đất đá sạt xuống, vùi lấp khoảng 200 m tỉnh lộ 543C, chính quyền phải  sơ tán hơn 50 hộ dân.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=48df5824af2172ae0dc9a81f04eef2705a1d6e0b5ae77f523ae40eb1451188cb,,
89d883640db68b54,"Chàng trai thích cuộc sống nhẹ nhàng, yên ổn tìm bạn đời",https://vnexpress.net/chang-trai-thich-cuoc-song-nhe-nhang-yen-on-tim-ban-doi-5121870.html,https://vnexpress.net/chang-trai-thich-cuoc-song-nhe-nhang-yen-on-tim-ban-doi-5121870.html,vnexpress.net,vnexpress,,rss,2026-09-20T13:20:17Z,2026-09-20T05:26:59Z,publisher_reported,vi,VN,"Mình sinh năm 1996, cao 1m60, nặng 52 kg, quê Long An, sinh ra ở TP HCM.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=2e6e17c7d1dac8cd28b97799d5e4ac1c90a7606c8357484915a5e049f7e75f98,,
df51303d9ec5ed52,Tàu nước ngoài chở hơn 174.000 tấn quặng gặp sự cố ở Quảng Ngãi,https://vnexpress.net/tau-nuoc-ngoai-cho-hon-174-000-tan-quang-gap-su-co-o-quang-ngai-5122424.html,https://vnexpress.net/tau-nuoc-ngoai-cho-hon-174-000-tan-quang-gap-su-co-o-quang-ngai-5122424.html,vnexpress.net,vnexpress,,rss,2026-09-20T13:20:17Z,2026-09-20T03:37:13Z,publisher_reported,vi,VN,"Tàu Merchant Mariner chở 174.614 tấn quặng từ Malaysia về Dung Quất bị nước tràn vào két nước khi cách khu neo gần 28 km, nghi va vào đá ngầm, ngày 18/9.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=480f5c22a1c72b17706dc0787595b7b63e5d8a41da88350db0fb12b16c2475a3,,
8dd24e0e78028cf4,'Cô giáo mầm non' Lò Thị Phung dang dở giấc mơ huy chương MMA ở Asiad,https://tuoitre.vn/co-giao-mam-non-lo-thi-phung-dang-do-giac-mo-huy-chuong-mma-o-asiad-100260920175849012.htm,https://tuoitre.vn/co-giao-mam-non-lo-thi-phung-dang-do-giac-mo-huy-chuong-mma-o-asiad-100260920175849012.htm,tuoitre.vn,tuoitre,,rss,2026-09-20T13:20:17Z,2026-09-20T11:27:00Z,publisher_reported_timezone_inferred,vi,VN,"Từng là giáo viên mầm non, Lò Thị Phung chọn một ngã rẽ khác khi theo đuổi võ thuật chuyên nghiệp. Tại Asiad 20, cô gái quê Lai Châu dừng bước ở tứ kết hạng cân 54kg nữ đầy đáng tiếc",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=aa1cba0501d572e7f628c1e5caa217b2820affba34d49df8e123dcb836f4c8ef,,
2d7df61cc64b795c,Các con liệt sĩ Tô Văn Thanh tìm về nơi bố hy sinh,https://tuoitre.vn/cac-con-liet-si-to-van-thanh-tim-ve-noi-bo-hy-sinh-100260920173219806.htm,https://tuoitre.vn/cac-con-liet-si-to-van-thanh-tim-ve-noi-bo-hy-sinh-100260920173219806.htm,tuoitre.vn,tuoitre,,rss,2026-09-20T13:20:17Z,2026-09-20T11:10:00Z,publisher_reported_timezone_inferred,vi,VN,"Gia đình liệt sĩ Tô Văn Thanh (tỉnh Hưng Yên) tìm đến nơi ông hy sinh, các lực lượng đang tổ chức tìm kiếm để thắp hương.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=515cdf9be946ace8130620e28767e2a4b4aee9b191fbe6d1d1cd42b395a82abc,,
27a4acc0bf623b29,Đội tuyển nữ Việt Nam hoàn tất các khâu chuẩn bị cho trận đấu với Thái Lan,https://tuoitre.vn/doi-tuyen-nu-viet-nam-hoan-tat-cac-khau-chuan-bi-cho-tran-dau-voi-thai-lan-100260920173727216.htm,https://tuoitre.vn/doi-tuyen-nu-viet-nam-hoan-tat-cac-khau-chuan-bi-cho-tran-dau-voi-thai-lan-100260920173727216.htm,tuoitre.vn,tuoitre,,rss,2026-09-20T13:20:17Z,2026-09-20T10:49:00Z,publisher_reported_timezone_inferred,vi,VN,"Đội tuyển nữ Việt Nam hoàn thành buổi tập cuối cùng, sẵn sàng cho trận quyết định cơ hội đi tiếp tại môn bóng đá nữ Asiad 2026 với đối thủ Thái Lan.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=36832a3af1679295b2aabce4e138d0e4f0f2251f4733fc92e12035e3932922c3,,
a526ca8d905d5ba0,"Tin tức giá xe: Jaecoo J5 được giảm tới cả trăm triệu, SUV điện cỡ B thực tế chưa đến 600 triệu",https://tuoitre.vn/tin-tuc-gia-xe-jaecoo-j5-duoc-giam-toi-ca-tram-trieu-suv-dien-co-b-thuc-te-chua-den-600-trieu-100260920130753249.htm,https://tuoitre.vn/tin-tuc-gia-xe-jaecoo-j5-duoc-giam-toi-ca-tram-trieu-suv-dien-co-b-thuc-te-chua-den-600-trieu-100260920130753249.htm,tuoitre.vn,tuoitre,,rss,2026-09-20T13:20:17Z,2026-09-20T10:47:00Z,publisher_reported_timezone_inferred,vi,VN,"Sau khoảng một tháng ra mắt Việt Nam, Jaecoo J5 được áp dụng chương trình ưu đãi. Tùy phiên bản và phương án khuyến mại, giá trị mức hỗ trợ có thể được quy đổi từ vài chục triệu đến cả trăm triệu đồng.",,True,,domestic,prospective,data/raw/vietnamese/vietnamese_raw_payloads.jsonl#raw_record_id=691352394d5efc95a30f5bb82d07264f0ba9fbedf52bc6df400e990eab668939,,
